product_id,product_name,category,segment,size,color,units_sold,net_revenue,gross_profit,refund_total,headline_margin,margin_after_returns,return_rate_units,avg_rating,avg_fill_rate,action
70,DragonWear RS-03,Outdoor,Premium,L,red,14,50378.21,-4101.411196000001,0.0,0.22779999999999995,-0.08141240421205916,0.0,,0.96665,KEEP (Hold)
73,DragonWear RS-06,Outdoor,Premium,M,blue,11,39707.27,-864.4464999999982,0.0,0.05000000000000007,-0.021770484347072922,0.0,4.0,0.966675,DELIST
74,DragonWear UM-01,Streetwear,Balanced,L,white,332,3800734.96,894916.6376918033,112339.84,0.34059999999999996,0.21856703058191293,0.03313253012048193,4.181818181818182,0.95,PROMOTE (Star)
76,DragonWear UM-03,Streetwear,Balanced,S,green,489,4599243.36,-8384.03010000009,97855.76000000001,0.09300000000000004,-0.01183145919680147,0.022494887525562373,4.173913043478261,0.9609275862068966,DELIST
86,DragonWear UM-13,Streetwear,Balanced,L,green,189,2356895.76,-188225.49000000022,0.0,0.05,-0.07986161000179332,0.0,3.375,0.9666631578947368,DELIST
89,DragonWear UM-16,Streetwear,Balanced,M,yellow,140,1250380.11,314775.1488000001,65192.67,0.33660000000000007,0.21831169629689653,0.05,3.4,0.9726214285714285,KEEP (Hold)
92,DragonWear UM-19,Streetwear,Balanced,S,orange,1786,18153008.21,1833708.6926341988,512303.24,0.21410000000000007,0.08738983980836965,0.032474804031354984,3.985074626865672,0.9656867647058824,KEEP (Hold)
93,DragonWear UM-20,Streetwear,Balanced,M,blue,2039,22857393.0,7336614.458344545,1017281.46,0.39260000000000006,0.2916201774232998,0.04462972045120157,4.0,0.968689898989899,PROMOTE (Star)
94,DragonWear UM-21,Streetwear,Balanced,L,white,776,7652112.34,-64227.80480000097,294067.1,0.071,-0.026681126410384212,0.03994845360824742,4.066666666666666,0.9464973684210527,DELIST
100,DragonWear UM-27,Streetwear,Balanced,S,red,113,1360701.07,494384.2648000001,112312.32,0.3854,0.3089617227977928,0.08849557522123894,3.6,0.95666,FIX SIZING / QC
103,DragonWear UM-30,Streetwear,Balanced,XL,blue,1894,17503676.35,4027519.0572107825,581318.3200000001,0.31749999999999995,0.21029878036145866,0.03484688489968321,3.9,0.963409756097561,PROMOTE (Star)
106,DragonWear UM-33,Streetwear,Balanced,L,green,569,5746457.1,-538134.1320159584,184228.5,0.05000000000000001,-0.10936831629506655,0.029876977152899824,3.75,0.9529857142857143,DELIST
107,DragonWear UM-34,Streetwear,Balanced,XL,silver,902,5096482.03,871038.5751441699,219491.14,0.30989999999999995,0.14576637560017733,0.043237250554323724,4.032258064516129,0.965572131147541,KEEP (Hold)
108,DragonWear UM-35,Streetwear,Balanced,S,pink,351,3507065.55,325942.44119999977,197745.41999999998,0.2348,0.05981190753620211,0.05128205128205128,3.7142857142857144,0.9559607142857143,FIX SIZING / QC
109,DragonWear UM-36,Streetwear,Balanced,M,yellow,765,9562466.27,-1169506.9444793928,207603.03,0.05000000000000005,-0.13154198845104467,0.022222222222222223,4.081081081081081,0.925,DELIST
111,DragonWear UM-38,Streetwear,Balanced,XL,black,6,46348.25,-7875.850000000006,0.0,0.04999999999999996,-0.16992766717189983,0.0,,1.0,DELIST
114,DragonWear UM-41,Streetwear,Balanced,L,white,113,1082574.5,433158.7460899999,0.0,0.4599,0.4001191105923887,0.0,3.3333333333333335,0.9388833333333334,KEEP (Hold)
115,DragonWear UM-42,Streetwear,Balanced,XL,purple,3617,34862306.07,1530178.342639953,1602080.73,0.1482000000000001,0.020538369552573765,0.04727674868675698,3.912,0.9623195652173913,REPRICE / discount-cap
125,DragonWear UM-52,Streetwear,Balanced,M,purple,1,6779.58,441.46500000000015,0.0,0.05000000000000001,0.0651168656465445,0.0,,1.0,KEEP (Hold)
133,DragonWear UR-04,Streetwear,Standard,M,blue,472,3761221.23,337570.8570514284,74470.34,0.17770000000000002,0.07959329736520554,0.0211864406779661,4.0,0.9666666666666668,KEEP (Hold)
136,DragonWear UR-07,Streetwear,Standard,S,green,239,1006795.34,-61481.49445,54211.51,0.10700000000000011,-0.0816150706706688,0.06276150627615062,4.111111111111111,0.9645875,REPRICE / discount-cap
141,DragonWear UR-12,Streetwear,Standard,M,black,83,586229.29,-59055.45499999996,34949.6,0.05000000000000005,-0.12720068541781657,0.060240963855421686,4.5,0.970825,DELIST
143,DragonWear UR-14,Streetwear,Standard,XL,blue,142,670809.8099999999,220667.19127304334,24435.739999999998,0.4287999999999999,0.30434333895234955,0.035211267605633804,3.375,0.9708291666666667,KEEP (Hold)
144,DragonWear UR-15,Streetwear,Standard,S,white,304,1538561.95,-133503.40999999992,33626.92,0.0500000000000001,-0.0961154521597261,0.023026315789473683,3.8181818181818183,0.968,DELIST
150,DragonWear UR-21,Streetwear,Standard,L,red,236,1303780.03,254150.3474493618,22697.949999999997,0.31830000000000014,0.18605236341206846,0.0211864406779661,3.4444444444444446,0.9575772727272728,PROMOTE (Star)
155,DragonWear UR-26,Streetwear,Standard,XL,purple,51,246190.94,-46071.57250000001,0.0,0.05000000000000003,-0.1871375628201428,0.0,,0.9595214285714286,DELIST
160,DragonWear UR-31,Streetwear,Standard,S,red,83,581375.71,-109113.73999999999,64943.57,0.050000000000000044,-0.2421510007702248,0.0963855421686747,5.0,0.975,DELIST
163,DragonWear UR-34,Streetwear,Standard,XL,blue,990,5839924.55,1173324.6687875,169067.24000000002,0.28970000000000007,0.1832643112384046,0.028282828282828285,3.6538461538461537,0.9659531914893617,PROMOTE (Star)
164,DragonWear UR-35,Streetwear,Standard,S,white,139,834207.0800000001,317054.3308010639,44480.47,0.45409999999999995,0.3423558723757482,0.050359712230215826,4.142857142857143,0.9621227272727272,FIX SIZING / QC
165,DragonWear UR-36,Streetwear,Standard,M,purple,751,5374519.38,-553739.7288461551,134548.45,0.05000000000000003,-0.11411194970745625,0.02529960053262317,4.333333333333333,0.9632397058823529,DELIST
170,DragonWear UR-41,Streetwear,Standard,L,red,428,3048753.56,749526.7382116416,62715.45,0.3890999999999999,0.23408629152511848,0.02336448598130841,4.0,0.9688129032258065,PROMOTE (Star)
173,DragonWear UE-01,Streetwear,Performance,M,blue,46,377476.96,-117953.8054072368,50549.36,0.16310000000000005,-0.3750628391485311,0.10869565217391304,4.0,0.9333,FIX SIZING / QC
174,DragonWear UE-02,Streetwear,Performance,L,white,203,1568549.01,31824.866283913376,50240.73,0.09730000000000005,0.005150862414612904,0.034482758620689655,4.125,0.9627441176470588,REPRICE / discount-cap
175,DragonWear UE-03,Streetwear,Performance,XL,purple,22,148264.61000000002,-9607.719999999972,33193.130000000005,0.05000000000000005,-0.16767866923873456,0.22727272727272727,5.0,0.9777999999999999,DELIST
176,DragonWear UE-04,Streetwear,Performance,S,green,43,325091.65,9258.902770000044,16174.36,0.20310000000000006,0.001321136301101683,0.046511627906976744,5.0,0.9555444444444444,KEEP (Hold)
177,DragonWear UE-05,Streetwear,Performance,M,silver,167,1180000.06,-234762.0305949999,21643.879999999997,0.10290000000000013,-0.20652411379326532,0.017964071856287425,4.125,0.9309428571428572,REPRICE / discount-cap
178,DragonWear UE-06,Streetwear,Performance,L,pink,126,641036.65,198810.2731,10700.09,0.44009999999999994,0.2989219356646769,0.015873015873015872,4.0,0.9565130434782609,KEEP (Hold)
180,DragonWear UE-08,Streetwear,Performance,S,red,523,4548092.75,-214411.45516910683,99393.93,0.06569999999999993,-0.05698402382958841,0.022944550669216062,4.0,0.9666761904761905,DELIST
181,DragonWear UE-09,Streetwear,Performance,M,black,12,101787.78,4902.599999999991,0.0,0.050000000000000044,0.04816491724252156,0.0,2.5,0.95,KEEP (Hold)
182,DragonWear UE-10,Streetwear,Performance,L,orange,61,868358.47,133209.1647727273,0.0,0.24680000000000002,0.15340342655116532,0.0,4.0,0.9646941176470588,KEEP (Hold)
183,DragonWear UE-11,Streetwear,Performance,XL,blue,1447,11924869.540000001,-710151.750377113,359597.67,0.04999999999999995,-0.0728658977461955,0.03178991015894955,3.8688524590163933,0.9185222222222222,DELIST
185,DragonWear UE-13,Streetwear,Performance,M,purple,1219,10370009.22,3674814.229113307,540402.63,0.4362,0.3189410037707925,0.051681706316652996,4.147058823529412,0.9599955555555556,FIX SIZING / QC
187,DragonWear UE-15,Streetwear,Performance,XL,silver,293,2312902.83,224016.54439053172,54237.9,0.18969999999999995,0.08419342499666561,0.023890784982935155,3.0,0.9648083333333334,KEEP (Hold)
188,DragonWear UE-16,Streetwear,Performance,S,pink,159,1312447.49,255782.20760000008,30583.510000000002,0.28240000000000004,0.18171400122072698,0.025157232704402517,4.5,0.9588294117647059,KEEP (Hold)
189,DragonWear UC-01,Streetwear,Everyday,M,yellow,8,75130.76,25678.38079999999,0.0,0.35019999999999996,0.34178252422842514,0.0,3.0,0.9667,KEEP (Hold)
190,DragonWear UC-02,Streetwear,Everyday,L,red,212,1779089.99,179040.1215199998,64484.07,0.2008,0.0813593873798367,0.03773584905660377,3.7142857142857144,0.9680583333333334,KEEP (Hold)
191,DragonWear UC-03,Streetwear,Everyday,XL,black,39,322926.96,-29232.88440000004,0.0,0.050799999999999915,-0.09052475643408664,0.0,3.0,0.9476000000000001,DELIST
193,DragonWear UC-05,Streetwear,Everyday,M,blue,234,1944426.47,248260.00891999993,26336.57,0.21140000000000003,0.11972491860286182,0.01282051282051282,4.333333333333333,0.9619071428571428,KEEP (Hold)
195,DragonWear UC-07,Streetwear,Everyday,XL,purple,92,850163.36,330773.48311999993,0.0,0.3858,0.3890704994861222,0.0,4.0,0.954175,KEEP (Hold)
196,DragonWear UC-08,Streetwear,Everyday,S,green,102,963101.58,150129.81311999995,0.0,0.2088,0.15588159778535504,0.0,2.0,0.9589692307692308,KEEP (Hold)
197,DragonWear YY-01,GenZ,Trendy,M,silver,14,70486.5,-9868.11,17394.27,0.05000000000000001,-0.2646316315890277,0.21428571428571427,,0.96665,DELIST
198,DragonWear YY-02,GenZ,Trendy,L,pink,71,380308.33,112777.61851,11724.69,0.40129999999999993,0.27562101177221127,0.028169014084507043,2.3333333333333335,0.9555666666666666,KEEP (Hold)
200,IndigoViet UM-02,Streetwear,Balanced,S,red,821,10663645.57,3416761.091897412,657244.4400000001,0.3909,0.27905800786168616,0.05968331303288672,3.7142857142857144,0.9676848484848485,FIX SIZING / QC
201,IndigoViet UM-03,Streetwear,Balanced,M,black,1049,17354360.16,925021.142760193,193091.91999999998,0.14819999999999994,0.047590383568784096,0.011439466158245948,4.238095238095238,0.8893863636363637,REPRICE / discount-cap
202,IndigoViet UM-04,Streetwear,Balanced,L,orange,1928,27696305.85,-2033703.499220334,927237.13,0.04999999999999993,-0.08853441952127902,0.03423236514522822,3.707317073170732,0.9684621621621622,DELIST
204,IndigoViet UM-06,Streetwear,Balanced,S,white,590,5524551.24,1437342.734352353,115934.89,0.3544,0.24671192598318206,0.020338983050847456,4.0,0.9514314285714286,PROMOTE (Star)
206,IndigoViet UM-08,Streetwear,Balanced,L,green,3065,28628975.01,10788739.87929096,1012213.3,0.44809999999999994,0.35267281838714487,0.03588907014681892,3.8333333333333335,0.9666704545454546,PROMOTE (Star)
207,IndigoViet UM-09,Streetwear,Balanced,XL,silver,915,9323994.09,1156004.4930625344,350319.92,0.2288,0.10364295883259604,0.03934426229508197,3.6216216216216215,0.9444472222222223,KEEP (Hold)
210,IndigoViet UM-12,Streetwear,Balanced,L,red,2,19319.760000000002,-1434.7217567213083,0.0,0.33100000000000007,-0.0742618830006847,0.0,,0.9333,KEEP (Hold)
223,LotusWear UM-01,Streetwear,Balanced,XL,blue,66,611065.11,242294.61647999997,47927.0,0.4488,0.34093943897402357,0.07575757575757576,4.333333333333333,0.9714285714285714,FIX SIZING / QC
224,LotusWear UM-02,Streetwear,Balanced,S,white,240,1613041.56,398226.423339759,30084.96,0.3411,0.23450413937997214,0.016666666666666666,4.5,0.9643348837209302,PROMOTE (Star)
225,LotusWear UM-03,Streetwear,Balanced,M,purple,92,717047.88,205660.62725999998,27003.36,0.39130000000000004,0.26078468135558813,0.03260869565217391,3.5,0.9603142857142857,KEEP (Hold)
226,LotusWear UM-04,Streetwear,Balanced,L,green,28,231906.0,-4298.010000000009,0.0,0.05000000000000003,-0.018533414400662376,0.0,4.0,0.97334,DELIST
227,LotusWear UM-05,Streetwear,Balanced,XL,silver,226,1891541.86,669796.1451206848,14716.0,0.4336999999999999,0.349178685166027,0.008849557522123894,3.3333333333333335,0.9598307692307692,PROMOTE (Star)
228,LotusWear UM-06,Streetwear,Balanced,S,pink,59,402076.42,160211.49018999995,29347.58,0.46859999999999996,0.34586141950328736,0.06779661016949153,4.5,0.9592555555555555,FIX SIZING / QC
229,LotusWear UR-01,Streetwear,Standard,M,yellow,483,2736262.83,434757.90917999996,36976.9,0.2683999999999999,0.15059813197842545,0.012422360248447204,3.8636363636363638,0.9611125,PROMOTE (Star)
230,LotusWear UR-02,Streetwear,Standard,L,red,16,128430.72,3990.600000000006,0.0,0.05000000000000008,0.031072005202493654,0.0,3.0,0.96665,KEEP (Hold)
231,LotusWear UR-03,Streetwear,Standard,XL,black,45,352008.56,-16122.809725,15250.23,0.058700000000000016,-0.06588573476735907,0.044444444444444446,5.0,0.98002,DELIST
233,LotusWear UR-05,Streetwear,Standard,M,blue,19,73000.02,-12229.372499999983,3325.15,0.050000000000000135,-0.18235123428733283,0.05263157894736842,5.0,0.9889,DELIST
234,LotusWear UR-06,Streetwear,Standard,L,white,7,36676.479999999996,9081.406269999996,26888.12,0.24260000000000007,-0.16305418513445138,0.8571428571428571,,0.9667,FIX SIZING / QC
235,LotusWear UR-07,Streetwear,Standard,XL,purple,100,581137.08,243311.07749999996,6178.99,0.4635,0.41095504955990764,0.01,3.857142857142857,0.9694416666666666,KEEP (Hold)
236,LotusWear UR-08,Streetwear,Standard,S,green,491,2759051.08,-160068.55762222223,121991.58,0.07599999999999998,-0.07960525770894954,0.04276985743380855,3.6666666666666665,0.9481555555555556,DELIST
237,LotusWear UR-09,Streetwear,Standard,M,silver,533,3077607.69,1358207.139405,183051.32,0.49610000000000004,0.39861159004479874,0.0600375234521576,3.8846153846153846,0.9736441860465117,FIX SIZING / QC
238,LotusWear UR-10,Streetwear,Standard,L,pink,364,1423595.49,387530.9149999998,56717.33,0.3549999999999999,0.24637469436630474,0.038461538461538464,4.153846153846154,0.9672851851851852,PROMOTE (Star)
239,LotusWear UR-11,Streetwear,Standard,XL,yellow,525,2259765.26,-67861.62488407874,98211.89,0.07619999999999978,-0.049947937804016414,0.045714285714285714,3.789473684210526,0.9679074074074074,DELIST
240,LotusWear UR-12,Streetwear,Standard,S,red,1136,5496834.68,-314059.0680928007,167600.45,0.07630000000000013,-0.07087451599261135,0.03169014084507042,3.951219512195122,0.9515204545454545,DELIST
241,LotusWear UR-13,Streetwear,Standard,M,black,77,311436.3,73536.80816999997,0.0,0.3866,0.23612150597088385,0.0,3.4,0.9762071428571428,KEEP (Hold)
242,LotusWear UR-14,Streetwear,Standard,L,orange,559,2779681.52,869857.0042076919,172860.37,0.3859999999999999,0.27225615976609713,0.0626118067978533,4.1875,0.9563547619047619,FIX SIZING / QC
243,LotusWear UR-15,Streetwear,Standard,XL,blue,206,1296793.3699999999,-47337.44110000017,27440.45,0.099,-0.04508476471853043,0.024271844660194174,4.1,0.9685657142857143,DELIST
244,LotusWear UR-16,Streetwear,Standard,S,white,162,1087013.6,-52848.05166999996,14190.05,0.06890000000000004,-0.05519886654132014,0.012345679012345678,3.875,0.9724608695652175,DELIST
246,LotusWear UR-18,Streetwear,Standard,L,green,273,2223102.42,897427.3801499999,191404.69,0.45300000000000007,0.3437961803276148,0.08791208791208792,3.5,0.9594567567567567,FIX SIZING / QC
247,LotusWear UR-19,Streetwear,Standard,XL,silver,115,523399.56,-14325.405441176437,41020.72,0.05000000000000004,-0.06554211423104743,0.0782608695652174,3.25,0.975,DELIST
248,LotusWear UR-20,Streetwear,Standard,S,pink,64,424301.66,54331.47597090906,24535.61,0.1532,0.09747177096082572,0.0625,3.0,0.9666615384615385,FIX SIZING / QC
249,LotusWear UR-21,Streetwear,Standard,M,yellow,164,714806.81,133520.06942000007,27109.510000000002,0.29630000000000006,0.166221232737696,0.042682926829268296,3.5714285714285716,0.9611166666666667,KEEP (Hold)
250,LotusWear UR-22,Streetwear,Standard,L,red,8,62157.92,10227.246799999994,0.0,0.14099999999999996,0.16453650315197152,0.0,,0.98335,KEEP (Hold)
251,LotusWear UR-23,Streetwear,Standard,XL,black,138,824746.83,45964.69294615381,51076.090000000004,0.18700000000000003,0.028015078326894153,0.07246376811594203,3.8333333333333335,0.9650809523809524,REPRICE / discount-cap
252,LotusWear UR-24,Streetwear,Standard,S,orange,354,2238156.58,480867.0331900001,92924.87,0.34310000000000007,0.18996565196859466,0.0423728813559322,3.6153846153846154,0.9684210526315788,PROMOTE (Star)
253,LotusWear UR-25,Streetwear,Standard,M,blue,157,1179820.35,390800.44350000005,45581.409999999996,0.43,0.3053819566682335,0.03821656050955414,4.333333333333333,0.9712181818181819,KEEP (Hold)
256,LotusWear UR-28,Streetwear,Standard,S,green,14,68908.22,-3109.2850000000035,0.0,0.05000000000000005,-0.04512212040885693,0.0,4.5,0.9500000000000001,DELIST
258,LotusWear UR-30,Streetwear,Standard,L,pink,103,763735.31,-37347.96249999991,0.0,0.05000000000000008,-0.04890170980833648,0.0,5.0,0.9666684210526316,DELIST
259,LotusWear UR-31,Streetwear,Standard,XL,yellow,421,2642722.05,280858.7387178098,109797.56,0.23630000000000015,0.08171203315112217,0.03800475059382423,4.176470588235294,0.9618083333333334,KEEP (Hold)
260,LotusWear UR-32,Streetwear,Standard,S,red,146,950699.9299999999,357563.58872,0.0,0.46720000000000006,0.3761056222229868,0.0,3.3333333333333335,0.9678571428571429,KEEP (Hold)
261,LotusWear UR-33,Streetwear,Standard,M,black,399,3290205.06,909519.5064599998,102499.38,0.3684,0.25706702440303214,0.03258145363408521,4.142857142857143,0.9638085714285715,PROMOTE (Star)
262,LotusWear UR-34,Streetwear,Standard,L,orange,8,37220.22,1334.1600000000035,0.0,0.050000000000000135,0.03584503261936666,0.0,,0.9777999999999999,KEEP (Hold)
264,LotusWear UR-36,Streetwear,Standard,S,white,287,2072890.16,796997.9762449998,76401.54999999999,0.4771,0.35942440951743426,0.03832752613240418,4.125,0.9729702702702702,PROMOTE (Star)
267,LotusWear UR-39,Streetwear,Standard,XL,silver,591,2207090.19,194672.61236194032,52481.630000000005,0.18500000000000005,0.07445285713950578,0.021996615905245348,3.9,0.9633280000000001,KEEP (Hold)
269,LotusWear UR-41,Streetwear,Standard,M,yellow,86,439621.4,97628.13775999995,25821.93,0.26559999999999984,0.1859506210571186,0.05813953488372093,4.0,0.9755533333333334,FIX SIZING / QC
270,LotusWear UR-42,Streetwear,Standard,L,red,104,462505.83,45203.217000000004,12334.93,0.2675,0.0884169119554666,0.038461538461538464,4.142857142857143,0.9685277777777777,KEEP (Hold)
271,LotusWear UR-43,Streetwear,Standard,XL,black,13,81155.53,3389.4324999999953,0.0,0.0500000000000001,0.041764652390293,0.0,,0.9611166666666667,KEEP (Hold)
